Date,Day of Week,Time,Item,Price,Tip
2024-03-10,Sunday,19:23,Filet Mignon,45,10.2
2024-04-03,Wednesday,19:56,Salmon en Papillote,30,5.64
2024-03-21,Thursday,20:24,Foie Gras,50,6.19
2024-09-02,Monday,17:23,Salmon en Papillote,30,4.86
2024-12-28,Saturday,20:54,Chocolate Souffle,20,2.27
2024-06-23,Sunday,21:19,Duck Confit,40,11.35
2024-01-03,Wednesday,18:15,Creme Brulee,15,3.95
2024-03-13,Wednesday,21:35,Foie Gras,50,8.11
2024-11-06,Wednesday,17:15,Lobster Thermidor,55,7.48
2024-09-12,Thursday,19:45,Filet Mignon,45,12.48
2024-05-22,Wednesday,18:39,Chocolate Souffle,20,3.44
2024-10-11,Friday,19:05,Truffle Risotto,35,7.97
2024-07-25,Thursday,21:40,Duck Confit,40,9.31
2024-05-16,Thursday,19:53,Filet Mignon,45,12.81
2024-04-03,Wednesday,21:51,Lobster Thermidor,55,12.87
2024-02-19,Monday,20:21,Salmon en Papillote,30,6.13
2024-02-22,Thursday,17:59,Foie Gras,50,14.47
2024-08-19,Monday,20:04,Truffle Risotto,35,7.35
2024-03-13,Wednesday,21:25,Duck Confit,40,11.13
2024-10-19,Saturday,18:30,Truffle Risotto,35,10.46
2024-08-26,Monday,18:23,Salmon en Papillote,30,8.09
2024-11-23,Saturday,17:00,Salmon en Papillote,30,8.14
2024-12-13,Friday,18:50,Salmon en Papillote,30,3.17
2024-05-06,Monday,19:03,Duck Confit,40,10.81
2024-04-04,Thursday,17:11,Chocolate Souffle,20,3.07
2024-06-26,Wednesday,17:15,Creme Brulee,15,4.03
2024-08-01,Thursday,19:12,Chocolate Souffle,20,3.49
2024-08-16,Friday,20:37,Lobster Thermidor,55,15.6
2024-02-21,Wednesday,21:24,Lobster Thermidor,55,6.14
2024-01-02,Tuesday,17:59,Salmon en Papillote,30,5.12
2024-02-13,Tuesday,21:45,Chocolate Souffle,20,4.75
2024-07-03,Wednesday,21:38,Duck Confit,40,4.54
2024-05-27,Monday,18:51,Lobster Thermidor,55,10.34
2024-03-28,Thursday,21:28,Creme Brulee,15,2.17
2024-07-08,Monday,21:30,Chocolate Souffle,20,4.94
2024-03-09,Saturday,21:40,Salmon en Papillote,30,4.16
2024-11-05,Tuesday,20:33,Truffle Risotto,35,8.52
2024-08-10,Saturday,18:49,Creme Brulee,15,3.55
2024-04-23,Tuesday,20:28,Lobster Thermidor,55,8.01
2024-11-15,Friday,21:44,Creme Brulee,15,4.45
2024-11-20,Wednesday,19:24,Lobster Thermidor,55,15.39
2024-07-26,Friday,19:04,Filet Mignon,45,12.46
2024-11-16,Saturday,21:13,Foie Gras,50,8.04
2024-10-02,Wednesday,18:57,Filet Mignon,45,5.92
2024-09-16,Monday,18:29,Duck Confit,40,9.63
2024-01-24,Wednesday,18:12,Foie Gras,50,10.73
2024-08-06,Tuesday,21:38,Chocolate Souffle,20,3.35
2024-10-04,Friday,21:07,Chocolate Souffle,20,4.03
2024-01-19,Friday,20:59,Creme Brulee,15,2.53
2024-10-16,Wednesday,18:10,Chocolate Souffle,20,2.02
2024-07-21,Sunday,18:23,Chocolate Souffle,20,5.74
2024-10-17,Thursday,21:54,Salmon en Papillote,30,6.51
2024-01-13,Saturday,18:24,Lobster Thermidor,55,6.28
2024-10-21,Monday,20:04,Lobster Thermidor,55,6.04
2024-10-15,Tuesday,17:17,Truffle Risotto,35,10.49
2024-09-14,Saturday,18:16,Duck Confit,40,5.05
2024-10-04,Friday,21:21,Duck Confit,40,11.94
2024-07-26,Friday,19:57,Chocolate Souffle,20,5.17
2024-01-07,Sunday,21:36,Lobster Thermidor,55,11.97
2024-12-15,Sunday,20:09,Chocolate Souffle,20,5.29
2024-04-12,Friday,18:48,Duck Confit,40,8.01
2024-09-17,Tuesday,17:40,Duck Confit,40,8.92
2024-09-04,Wednesday,20:23,Truffle Risotto,35,8.4
2024-12-03,Tuesday,18:22,Duck Confit,40,6.15
2024-09-07,Saturday,18:46,Lobster Thermidor,55,11.68
2024-07-12,Friday,17:40,Salmon en Papillote,30,3.19
2024-06-15,Saturday,21:30,Lobster Thermidor,55,14.99
2024-12-13,Friday,19:00,Chocolate Souffle,20,4.93
2024-12-24,Tuesday,21:59,Filet Mignon,45,7.4
2024-03-09,Saturday,17:03,Lobster Thermidor,55,10.86
2024-02-17,Saturday,19:29,Filet Mignon,45,9.4
2024-02-20,Tuesday,21:51,Filet Mignon,45,8.78
2024-01-15,Monday,21:57,Foie Gras,50,8.95
2024-10-08,Tuesday,17:35,Chocolate Souffle,20,4.82
2024-05-16,Thursday,21:10,Duck Confit,40,5.54
2024-06-24,Monday,20:15,Creme Brulee,15,2.03
2024-08-01,Thursday,18:03,Salmon en Papillote,30,7.31
2024-11-21,Thursday,18:13,Truffle Risotto,35,9.23
2024-08-03,Saturday,18:43,Chocolate Souffle,20,3.8
2024-04-27,Saturday,18:32,Lobster Thermidor,55,6.76
2024-08-10,Saturday,21:14,Filet Mignon,45,12.98
2024-11-09,Saturday,20:18,Salmon en Papillote,30,8.69
2024-01-16,Tuesday,20:32,Creme Brulee,15,3.72
2024-02-27,Tuesday,17:02,Filet Mignon,45,4.7
2024-05-06,Monday,21:28,Duck Confit,40,5.68
2024-09-23,Monday,17:16,Duck Confit,40,7.68
2024-03-05,Tuesday,20:34,Chocolate Souffle,20,5.55
2024-11-25,Monday,17:26,Foie Gras,50,14.4
2024-11-24,Sunday,19:18,Truffle Risotto,35,6.49
2024-06-20,Thursday,20:17,Lobster Thermidor,55,11.04
2024-01-03,Wednesday,20:37,Duck Confit,40,11.52
2024-06-16,Sunday,18:43,Truffle Risotto,35,4.29
2024-09-22,Sunday,18:08,Chocolate Souffle,20,2.68
2024-09-08,Sunday,21:16,Chocolate Souffle,20,3.27
2024-04-28,Sunday,19:40,Truffle Risotto,35,8.0
2024-05-06,Monday,21:53,Filet Mignon,45,10.36
2024-03-25,Monday,20:07,Truffle Risotto,35,5.64
2024-11-13,Wednesday,19:50,Chocolate Souffle,20,3.44
2024-03-08,Friday,21:49,Chocolate Souffle,20,4.21
2024-05-17,Friday,18:45,Foie Gras,50,6.64
2024-10-10,Thursday,21:04,Foie Gras,50,5.89
2024-08-10,Saturday,20:20,Truffle Risotto,35,8.02
2024-01-12,Friday,17:17,Filet Mignon,45,4.64
2024-08-11,Sunday,18:40,Salmon en Papillote,30,6.8
2024-08-20,Tuesday,17:31,Chocolate Souffle,20,4.91
2024-11-03,Sunday,21:16,Duck Confit,40,8.09
2024-01-09,Tuesday,19:17,Lobster Thermidor,55,9.86
2024-04-14,Sunday,17:28,Creme Brulee,15,3.45
2024-02-04,Sunday,17:07,Chocolate Souffle,20,3.77
2024-09-24,Tuesday,19:23,Truffle Risotto,35,4.82
2024-12-23,Monday,21:41,Creme Brulee,15,2.14
2024-12-12,Thursday,18:35,Chocolate Souffle,20,3.12
2024-08-22,Thursday,17:29,Salmon en Papillote,30,4.85
2024-03-04,Monday,20:18,Salmon en Papillote,30,3.14
2024-12-17,Tuesday,17:26,Truffle Risotto,35,4.32
2024-01-10,Wednesday,18:18,Truffle Risotto,35,10.29
2024-07-20,Saturday,18:00,Truffle Risotto,35,4.45
2024-01-10,Wednesday,17:23,Filet Mignon,45,13.43
2024-05-28,Tuesday,21:46,Chocolate Souffle,20,2.65
2024-03-03,Sunday,21:05,Truffle Risotto,35,5.36
2024-11-27,Wednesday,18:19,Creme Brulee,15,3.24
2024-10-19,Saturday,21:59,Creme Brulee,15,2.58
2024-01-03,Wednesday,18:34,Duck Confit,40,11.03
2024-12-02,Monday,18:09,Filet Mignon,45,7.24
2024-04-20,Saturday,20:59,Foie Gras,50,11.05
2024-01-25,Thursday,17:53,Duck Confit,40,10.05
2024-08-22,Thursday,21:30,Chocolate Souffle,20,4.97
2024-09-25,Wednesday,18:41,Creme Brulee,15,2.09
2024-02-03,Saturday,18:43,Duck Confit,40,11.13
2024-10-05,Saturday,20:03,Foie Gras,50,11.82
2024-10-12,Saturday,18:18,Chocolate Souffle,20,3.78
2024-11-24,Sunday,19:48,Lobster Thermidor,55,14.85
2024-04-18,Thursday,21:44,Truffle Risotto,35,10.21
2024-12-16,Monday,18:58,Salmon en Papillote,30,5.34
2024-06-08,Saturday,17:11,Lobster Thermidor,55,6.59
2024-06-14,Friday,21:31,Salmon en Papillote,30,6.84
2024-05-23,Thursday,17:05,Filet Mignon,45,13.43
2024-02-17,Saturday,21:37,Lobster Thermidor,55,8.23
2024-06-11,Tuesday,17:47,Foie Gras,50,8.89
2024-11-18,Monday,19:50,Lobster Thermidor,55,16.33
2024-10-28,Monday,21:23,Salmon en Papillote,30,6.73
2024-12-17,Tuesday,21:44,Truffle Risotto,35,3.56
2024-05-24,Friday,20:39,Duck Confit,40,8.48
2024-10-01,Tuesday,17:53,Duck Confit,40,8.72
2024-08-06,Tuesday,18:52,Truffle Risotto,35,3.88
2024-12-01,Sunday,18:28,Filet Mignon,45,12.73
2024-03-21,Thursday,21:58,Filet Mignon,45,9.2
2024-05-07,Tuesday,18:24,Chocolate Souffle,20,5.2
2024-10-23,Wednesday,21:45,Foie Gras,50,7.31
2024-10-16,Wednesday,20:49,Truffle Risotto,35,6.22
2024-04-11,Thursday,17:34,Truffle Risotto,35,8.35
2024-11-01,Friday,18:00,Salmon en Papillote,30,3.99
2024-04-11,Thursday,18:21,Foie Gras,50,6.34
2024-04-18,Thursday,19:19,Foie Gras,50,10.94
2024-11-28,Thursday,20:10,Duck Confit,40,6.75
2024-03-22,Friday,17:17,Filet Mignon,45,7.13
2024-09-01,Sunday,18:56,Foie Gras,50,11.51
2024-05-16,Thursday,19:52,Foie Gras,50,14.97
2024-05-23,Thursday,21:00,Lobster Thermidor,55,12.18
2024-08-07,Wednesday,18:29,Filet Mignon,45,12.32
2024-07-18,Thursday,19:17,Truffle Risotto,35,9.3
2024-02-09,Friday,17:16,Salmon en Papillote,30,6.44
2024-03-06,Wednesday,17:04,Lobster Thermidor,55,5.98
2024-05-05,Sunday,19:10,Duck Confit,40,10.38
2024-06-13,Thursday,19:42,Filet Mignon,45,7.08
2024-02-09,Friday,17:29,Salmon en Papillote,30,4.77
2024-11-20,Wednesday,20:11,Salmon en Papillote,30,3.96
2024-05-19,Sunday,19:45,Truffle Risotto,35,5.59
2024-09-25,Wednesday,19:52,Creme Brulee,15,2.63
2024-07-21,Sunday,21:23,Duck Confit,40,11.02
2024-10-11,Friday,20:15,Foie Gras,50,10.01
2024-07-16,Tuesday,17:32,Foie Gras,50,14.66
2024-05-23,Thursday,19:27,Duck Confit,40,5.16
2024-04-23,Tuesday,19:39,Lobster Thermidor,55,14.01
2024-03-17,Sunday,19:13,Creme Brulee,15,2.56
2024-08-18,Sunday,17:39,Duck Confit,40,11.37
2024-06-26,Wednesday,21:42,Lobster Thermidor,55,8.35
2024-01-06,Saturday,20:53,Salmon en Papillote,30,8.98
2024-08-27,Tuesday,21:57,Truffle Risotto,35,10.47
2024-09-16,Monday,19:07,Chocolate Souffle,20,4.88
2024-07-17,Wednesday,21:50,Filet Mignon,45,8.61
2024-04-26,Friday,18:39,Filet Mignon,45,12.86
2024-08-25,Sunday,19:11,Chocolate Souffle,20,3.66
2024-03-07,Thursday,18:30,Truffle Risotto,35,3.7
2024-02-21,Wednesday,17:57,Truffle Risotto,35,4.85
2024-11-24,Sunday,18:26,Chocolate Souffle,20,4.82
2024-06-09,Sunday,17:45,Truffle Risotto,35,7.74
2024-12-23,Monday,18:41,Duck Confit,40,7.45
2024-10-25,Friday,21:55,Filet Mignon,45,7.07
2024-02-07,Wednesday,18:45,Filet Mignon,45,13.49
2024-02-20,Tuesday,17:45,Foie Gras,50,13.52
2024-01-22,Monday,18:37,Duck Confit,40,11.03
2024-05-26,Sunday,21:59,Duck Confit,40,7.21
2024-04-25,Thursday,17:08,Filet Mignon,45,7.63
2024-08-22,Thursday,21:13,Foie Gras,50,10.61
2024-03-08,Friday,18:51,Salmon en Papillote,30,3.63
2024-02-21,Wednesday,21:53,Truffle Risotto,35,5.77
2024-08-24,Saturday,18:03,Creme Brulee,15,3.37
2024-10-19,Saturday,19:58,Duck Confit,40,7.02
2024-02-18,Sunday,18:55,Duck Confit,40,10.98
2024-01-17,Wednesday,18:57,Lobster Thermidor,55,5.91
2024-04-07,Sunday,19:25,Salmon en Papillote,30,5.44
2024-07-24,Wednesday,18:50,Foie Gras,50,6.94
2024-05-10,Friday,19:33,Lobster Thermidor,55,10.92
2024-02-20,Tuesday,21:47,Truffle Risotto,35,4.26
2024-09-06,Friday,19:08,Creme Brulee,15,3.85
2024-06-11,Tuesday,17:39,Lobster Thermidor,55,6.52
2024-05-10,Friday,18:38,Foie Gras,50,11.27
2024-07-05,Friday,17:13,Duck Confit,40,8.51
2024-07-03,Wednesday,18:13,Filet Mignon,45,7.15
2024-01-20,Saturday,18:55,Foie Gras,50,9.64
2024-08-15,Thursday,18:11,Lobster Thermidor,55,15.73
2024-09-26,Thursday,21:17,Salmon en Papillote,30,8.34
2024-06-22,Saturday,17:09,Truffle Risotto,35,7.57
2024-01-07,Sunday,20:46,Duck Confit,40,11.91
2024-05-09,Thursday,21:54,Salmon en Papillote,30,8.05
2024-03-20,Wednesday,18:39,Chocolate Souffle,20,3.89
2024-11-25,Monday,21:38,Creme Brulee,15,1.8
2024-10-28,Monday,18:41,Chocolate Souffle,20,2.86
2024-11-15,Friday,17:50,Salmon en Papillote,30,6.65
2024-06-09,Sunday,17:20,Chocolate Souffle,20,2.92
2024-01-16,Tuesday,18:55,Foie Gras,50,14.56
2024-10-19,Saturday,19:04,Creme Brulee,15,3.96
2024-09-17,Tuesday,20:27,Foie Gras,50,14.75
2024-03-18,Monday,18:17,Chocolate Souffle,20,5.87
2024-05-03,Friday,20:47,Foie Gras,50,14.47
2024-01-09,Tuesday,21:22,Duck Confit,40,9.56
2024-02-10,Saturday,19:03,Chocolate Souffle,20,3.63
2024-02-21,Wednesday,18:21,Filet Mignon,45,9.72
2024-01-15,Monday,19:48,Chocolate Souffle,20,3.41
2024-08-02,Friday,21:56,Salmon en Papillote,30,5.41
2024-05-18,Saturday,18:16,Chocolate Souffle,20,2.28
2024-04-09,Tuesday,19:58,Duck Confit,40,6.18
2024-12-17,Tuesday,17:52,Foie Gras,50,14.93
2024-07-07,Sunday,17:29,Foie Gras,50,12.19
2024-10-23,Wednesday,19:28,Truffle Risotto,35,5.75
2024-04-10,Wednesday,20:32,Salmon en Papillote,30,6.34
2024-09-20,Friday,21:17,Duck Confit,40,7.39
2024-07-21,Sunday,20:36,Duck Confit,40,10.01
2024-11-04,Monday,17:14,Truffle Risotto,35,5.16
2024-10-09,Wednesday,21:42,Filet Mignon,45,10.65
2024-01-17,Wednesday,21:54,Filet Mignon,45,12.01
2024-09-24,Tuesday,18:15,Lobster Thermidor,55,13.75
2024-02-15,Thursday,18:11,Creme Brulee,15,1.83
2024-07-10,Wednesday,19:06,Filet Mignon,45,6.28
2024-02-26,Monday,21:58,Filet Mignon,45,9.27
2024-10-12,Saturday,21:38,Chocolate Souffle,20,5.22
2024-10-13,Sunday,19:24,Filet Mignon,45,4.86
2024-11-26,Tuesday,20:54,Foie Gras,50,8.8
2024-04-20,Saturday,19:19,Filet Mignon,45,11.34
2024-12-04,Wednesday,20:51,Duck Confit,40,11.03
2024-12-14,Saturday,19:51,Duck Confit,40,5.4
2024-02-20,Tuesday,19:42,Truffle Risotto,35,5.33
2024-05-11,Saturday,18:06,Lobster Thermidor,55,8.6
2024-11-17,Sunday,18:19,Filet Mignon,45,12.65
2024-03-18,Monday,20:26,Lobster Thermidor,55,9.16
2024-01-05,Friday,17:12,Truffle Risotto,35,7.59
2024-03-06,Wednesday,17:05,Lobster Thermidor,55,13.89
2024-09-12,Thursday,21:04,Duck Confit,40,5.11
2024-06-23,Sunday,19:55,Duck Confit,40,5.87
2024-04-02,Tuesday,21:57,Filet Mignon,45,13.17
2024-11-14,Thursday,19:20,Truffle Risotto,35,8.09
2024-07-19,Friday,19:05,Creme Brulee,15,4.31
2024-08-21,Wednesday,17:33,Foie Gras,50,9.53
2024-10-24,Thursday,18:08,Creme Brulee,15,4.49
2024-05-15,Wednesday,19:42,Salmon en Papillote,30,8.13
2024-06-01,Saturday,17:14,Creme Brulee,15,3.7
2024-09-17,Tuesday,19:35,Duck Confit,40,5.95
2024-08-17,Saturday,17:31,Foie Gras,50,14.21
2024-11-21,Thursday,17:42,Duck Confit,40,8.84
2024-06-25,Tuesday,18:06,Salmon en Papillote,30,8.41
2024-10-12,Saturday,21:51,Chocolate Souffle,20,3.55
2024-10-19,Saturday,19:14,Foie Gras,50,13.82
2024-03-17,Sunday,20:24,Lobster Thermidor,55,6.14
2024-02-24,Saturday,20:17,Duck Confit,40,5.07
2024-04-11,Thursday,21:47,Duck Confit,40,8.22
2024-02-18,Sunday,18:58,Lobster Thermidor,55,9.44
2024-04-12,Friday,17:19,Lobster Thermidor,55,12.25
2024-02-06,Tuesday,17:56,Duck Confit,40,9.31
2024-03-26,Tuesday,21:01,Lobster Thermidor,55,8.32
2024-02-16,Friday,20:15,Salmon en Papillote,30,7.37
2024-09-08,Sunday,20:51,Salmon en Papillote,30,4.14
2024-04-27,Saturday,18:11,Filet Mignon,45,10.45
2024-05-18,Saturday,20:20,Truffle Risotto,35,4.5
2024-09-03,Tuesday,21:24,Duck Confit,40,6.22
2024-10-22,Tuesday,18:46,Salmon en Papillote,30,6.83
2024-02-20,Tuesday,19:34,Salmon en Papillote,30,8.87
2024-02-27,Tuesday,20:34,Truffle Risotto,35,9.75
2024-11-12,Tuesday,21:03,Filet Mignon,45,10.33
2024-06-23,Sunday,20:59,Chocolate Souffle,20,5.28
2024-03-20,Wednesday,18:14,Salmon en Papillote,30,4.41
2024-05-21,Tuesday,17:07,Lobster Thermidor,55,10.14
2024-11-24,Sunday,20:15,Salmon en Papillote,30,4.71
2024-07-18,Thursday,19:48,Foie Gras,50,11.18
2024-01-22,Monday,20:00,Chocolate Souffle,20,5.96
2024-08-12,Monday,18:57,Salmon en Papillote,30,8.5
2024-02-18,Sunday,17:51,Foie Gras,50,8.34
2024-08-02,Friday,18:27,Truffle Risotto,35,8.4
2024-12-13,Friday,21:48,Creme Brulee,15,2.01
2024-12-23,Monday,21:24,Salmon en Papillote,30,6.59
2024-03-22,Friday,17:55,Filet Mignon,45,7.23
2024-03-14,Thursday,18:06,Foie Gras,50,14.27
2024-05-01,Wednesday,21:12,Filet Mignon,45,4.54
2024-12-04,Wednesday,18:58,Salmon en Papillote,30,5.62
2024-02-01,Thursday,18:30,Chocolate Souffle,20,5.35
2024-08-16,Friday,17:36,Filet Mignon,45,9.03
2024-04-21,Sunday,18:05,Chocolate Souffle,20,3.46
2024-08-13,Tuesday,17:53,Filet Mignon,45,10.38
2024-02-15,Thursday,21:21,Foie Gras,50,9.2
2024-12-26,Thursday,17:56,Duck Confit,40,4.76
2024-08-02,Friday,18:10,Truffle Risotto,35,6.67
2024-04-16,Tuesday,18:01,Lobster Thermidor,55,9.78
2024-08-26,Monday,20:53,Salmon en Papillote,30,7.22
2024-11-09,Saturday,20:06,Lobster Thermidor,55,14.29
2024-10-21,Monday,17:36,Creme Brulee,15,3.27
2024-01-11,Thursday,19:26,Filet Mignon,45,10.65
2024-11-23,Saturday,21:09,Truffle Risotto,35,9.41
2024-07-27,Saturday,21:51,Lobster Thermidor,55,8.66
2024-11-11,Monday,19:14,Creme Brulee,15,3.86
2024-11-06,Wednesday,21:12,Duck Confit,40,9.05
2024-08-06,Tuesday,20:17,Chocolate Souffle,20,5.42
2024-02-16,Friday,19:29,Truffle Risotto,35,5.34
2024-04-03,Wednesday,19:39,Filet Mignon,45,6.7
2024-10-08,Tuesday,17:33,Foie Gras,50,10.88
2024-07-01,Monday,18:51,Duck Confit,40,5.88
2024-07-22,Monday,21:54,Truffle Risotto,35,3.99
2024-08-03,Saturday,18:59,Lobster Thermidor,55,5.5
2024-10-03,Thursday,18:51,Creme Brulee,15,2.97
2024-10-10,Thursday,20:35,Creme Brulee,15,1.81
2024-12-17,Tuesday,17:11,Salmon en Papillote,30,3.97
2024-03-07,Thursday,21:05,Filet Mignon,45,12.3
2024-03-07,Thursday,18:07,Salmon en Papillote,30,6.59
2024-01-22,Monday,17:49,Foie Gras,50,8.11
2024-03-16,Saturday,20:58,Filet Mignon,45,12.73
2024-07-02,Tuesday,19:09,Foie Gras,50,11.39
2024-06-15,Saturday,19:40,Salmon en Papillote,30,8.52
2024-09-26,Thursday,18:38,Duck Confit,40,6.14
2024-02-10,Saturday,19:28,Truffle Risotto,35,4.74
2024-11-05,Tuesday,20:37,Salmon en Papillote,30,4.93
2024-12-06,Friday,20:22,Chocolate Souffle,20,5.46
2024-10-12,Saturday,17:11,Truffle Risotto,35,4.7
2024-10-19,Saturday,20:04,Filet Mignon,45,12.04
2024-04-14,Sunday,18:21,Creme Brulee,15,3.24
2024-08-01,Thursday,18:03,Duck Confit,40,5.28
2024-07-06,Saturday,21:44,Chocolate Souffle,20,5.38
2024-08-14,Wednesday,21:16,Duck Confit,40,4.06
2024-05-26,Sunday,18:35,Creme Brulee,15,2.18
2024-08-08,Thursday,18:35,Chocolate Souffle,20,4.31
2024-10-22,Tuesday,18:04,Chocolate Souffle,20,3.66
2024-11-10,Sunday,20:58,Salmon en Papillote,30,5.38
2024-08-10,Saturday,19:00,Foie Gras,50,12.92
2024-09-06,Friday,21:55,Salmon en Papillote,30,5.17
2024-05-11,Saturday,21:05,Filet Mignon,45,10.28
2024-04-08,Monday,20:52,Truffle Risotto,35,8.2
2024-07-19,Friday,19:23,Truffle Risotto,35,7.34
2024-09-09,Monday,19:44,Chocolate Souffle,20,5.15
2024-03-08,Friday,18:42,Salmon en Papillote,30,5.19
2024-09-12,Thursday,20:15,Chocolate Souffle,20,5.88
2024-02-23,Friday,20:48,Duck Confit,40,10.12
2024-05-07,Tuesday,19:44,Creme Brulee,15,2.86
2024-01-01,Monday,17:25,Lobster Thermidor,55,7.71
2024-09-19,Thursday,20:27,Foie Gras,50,12.65
2024-05-02,Thursday,21:47,Truffle Risotto,35,7.88
2024-01-23,Tuesday,19:07,Foie Gras,50,13.27
2024-04-17,Wednesday,19:41,Truffle Risotto,35,8.8
2024-08-05,Monday,21:00,Creme Brulee,15,3.06
2024-11-11,Monday,18:45,Foie Gras,50,9.45
2024-04-27,Saturday,17:39,Chocolate Souffle,20,2.22
2024-04-14,Sunday,19:22,Truffle Risotto,35,7.21
2024-03-03,Sunday,19:02,Truffle Risotto,35,5.44
2024-08-18,Sunday,19:21,Chocolate Souffle,20,2.75
2024-01-22,Monday,19:29,Duck Confit,40,8.33
2024-10-06,Sunday,18:39,Salmon en Papillote,30,3.87
2024-10-24,Thursday,19:33,Chocolate Souffle,20,5.07
2024-06-01,Saturday,21:26,Foie Gras,50,13.23
2024-11-08,Friday,17:55,Chocolate Souffle,20,5.06
2024-04-03,Wednesday,20:29,Creme Brulee,15,2.27
2024-09-09,Monday,19:27,Duck Confit,40,5.58
2024-12-28,Saturday,21:08,Salmon en Papillote,30,5.96
2024-08-06,Tuesday,19:48,Filet Mignon,45,12.29
2024-11-15,Friday,19:06,Creme Brulee,15,2.55
2024-04-03,Wednesday,21:50,Creme Brulee,15,3.57
2024-08-13,Tuesday,17:29,Lobster Thermidor,55,12.08
2024-07-27,Saturday,17:47,Duck Confit,40,4.29
2024-07-03,Wednesday,20:42,Truffle Risotto,35,5.52
2024-07-17,Wednesday,19:24,Truffle Risotto,35,4.67
2024-11-11,Monday,18:21,Salmon en Papillote,30,6.4
2024-10-18,Friday,19:58,Chocolate Souffle,20,2.97
2024-09-08,Sunday,18:38,Truffle Risotto,35,6.35
2024-07-19,Friday,20:17,Salmon en Papillote,30,5.07
2024-10-19,Saturday,20:32,Foie Gras,50,11.22
2024-05-19,Sunday,19:37,Duck Confit,40,9.84
2024-07-12,Friday,18:30,Duck Confit,40,5.85
2024-04-22,Monday,17:08,Truffle Risotto,35,7.72
2024-07-05,Friday,21:38,Duck Confit,40,9.71
2024-03-20,Wednesday,21:41,Duck Confit,40,4.77
2024-01-04,Thursday,17:33,Salmon en Papillote,30,4.42
2024-02-02,Friday,19:53,Chocolate Souffle,20,3.06
2024-11-02,Saturday,20:34,Salmon en Papillote,30,3.18
2024-01-18,Thursday,17:08,Creme Brulee,15,1.68
2024-03-28,Thursday,18:05,Filet Mignon,45,9.21
2024-02-09,Friday,21:25,Foie Gras,50,13.66
2024-09-09,Monday,20:38,Chocolate Souffle,20,4.0
2024-11-09,Saturday,17:24,Duck Confit,40,7.3
2024-06-22,Saturday,18:40,Filet Mignon,45,12.91
2024-08-27,Tuesday,17:04,Foie Gras,50,13.59
2024-08-10,Saturday,17:09,Chocolate Souffle,20,3.49
2024-09-16,Monday,17:15,Filet Mignon,45,7.3
2024-11-09,Saturday,20:12,Filet Mignon,45,7.24
2024-03-03,Sunday,17:29,Salmon en Papillote,30,3.93
2024-05-11,Saturday,18:07,Salmon en Papillote,30,3.67
2024-04-26,Friday,17:46,Chocolate Souffle,20,3.46
2024-01-03,Wednesday,18:34,Lobster Thermidor,55,15.6
2024-10-19,Saturday,19:56,Salmon en Papillote,30,5.74
2024-07-18,Thursday,20:07,Duck Confit,40,4.59
2024-02-13,Tuesday,21:57,Filet Mignon,45,7.26
2024-04-28,Sunday,21:14,Foie Gras,50,5.52
2024-01-03,Wednesday,19:33,Chocolate Souffle,20,3.36
2024-06-04,Tuesday,18:14,Salmon en Papillote,30,4.71
2024-11-14,Thursday,18:39,Duck Confit,40,5.25
2024-01-11,Thursday,17:31,Truffle Risotto,35,6.92
2024-12-22,Sunday,19:47,Chocolate Souffle,20,3.72
2024-12-14,Saturday,20:43,Salmon en Papillote,30,7.73
2024-07-07,Sunday,21:39,Truffle Risotto,35,8.63
2024-05-23,Thursday,21:06,Filet Mignon,45,8.73
2024-03-17,Sunday,17:32,Duck Confit,40,7.97
2024-08-22,Thursday,18:17,Foie Gras,50,7.51
2024-01-20,Saturday,17:54,Lobster Thermidor,55,14.7
2024-11-06,Wednesday,20:55,Duck Confit,40,9.33
2024-10-24,Thursday,20:59,Lobster Thermidor,55,16.01
2024-05-20,Monday,20:43,Lobster Thermidor,55,15.17
2024-02-28,Wednesday,17:01,Lobster Thermidor,55,13.06
2024-01-21,Sunday,19:29,Truffle Risotto,35,9.85
2024-10-19,Saturday,19:04,Foie Gras,50,10.41
2024-10-08,Tuesday,19:41,Salmon en Papillote,30,7.69
2024-04-09,Tuesday,18:32,Foie Gras,50,8.73
2024-09-22,Sunday,17:29,Duck Confit,40,9.07
2024-05-28,Tuesday,17:02,Salmon en Papillote,30,6.79
2024-08-23,Friday,17:24,Salmon en Papillote,30,5.02
2024-06-21,Friday,21:45,Foie Gras,50,9.18
2024-12-17,Tuesday,19:16,Foie Gras,50,10.07
2024-12-08,Sunday,17:43,Foie Gras,50,14.14
2024-07-11,Thursday,17:01,Salmon en Papillote,30,7.74
2024-06-18,Tuesday,17:22,Chocolate Souffle,20,4.56
2024-09-07,Saturday,17:22,Chocolate Souffle,20,5.53
2024-10-06,Sunday,19:43,Truffle Risotto,35,4.78
2024-11-27,Wednesday,20:40,Creme Brulee,15,1.78
2024-04-24,Wednesday,19:37,Duck Confit,40,8.5
2024-07-04,Thursday,18:10,Salmon en Papillote,30,8.51
2024-02-06,Tuesday,20:42,Lobster Thermidor,55,9.68
2024-05-18,Saturday,18:43,Filet Mignon,45,5.13
2024-04-20,Saturday,18:10,Foie Gras,50,11.5
2024-02-06,Tuesday,19:13,Salmon en Papillote,30,4.52
2024-01-22,Monday,21:21,Lobster Thermidor,55,6.47
2024-12-19,Thursday,19:10,Truffle Risotto,35,3.85
