Date,Time,Day of Week,Item,Price,Tip,Cost,Server
2024-03-16,17:51,Saturday,Pizza,44.42,10.96,8.94,Jack
2024-03-12,16:12,Tuesday,Pizza,35.26,7.1,7.49,Ivy
2024-03-20,15:7,Wednesday,Sandwich,22.26,4.53,14.98,Henry
2024-03-01,12:38,Friday,Pasta,45.87,10.57,10.19,Grace
2024-03-17,15:41,Sunday,Ramen,27.3,4.56,7.11,Charlie
2024-03-10,12:22,Sunday,Burger,22.77,3.86,7.49,Bob
2024-03-21,17:11,Thursday,Sushi,45.41,9.55,5.01,Alice
2024-03-07,18:42,Thursday,Pizza,41.58,7.58,12.61,Jack
2024-03-28,17:13,Thursday,Sandwich,49.54,9.38,13.98,Grace
2024-03-08,18:5,Friday,Pasta,12.94,2.17,11.46,Ivy
2024-03-23,17:14,Saturday,Salad,37.4,7.85,6.01,Henry
2024-03-08,12:32,Friday,Tacos,34.8,8.13,13.68,Frank
2024-03-30,20:13,Saturday,Tacos,29.2,7.0,6.75,Alice
2024-03-01,12:49,Friday,Salad,28.29,5.06,5.06,Emma
2024-03-07,14:13,Thursday,Burger,31.96,6.61,3.57,Charlie
2024-03-16,21:23,Saturday,Ramen,21.01,4.95,11.24,Charlie
2024-03-14,15:16,Thursday,Ramen,11.0,2.03,12.37,David
2024-03-22,13:36,Friday,Pasta,33.26,5.54,9.65,Jack
2024-03-07,20:26,Thursday,Pasta,18.4,4.56,9.93,Emma
2024-03-05,18:46,Tuesday,Ramen,23.07,5.03,8.65,Charlie
2024-03-18,20:55,Monday,Ramen,37.28,6.19,10.22,Emma
2024-03-21,19:1,Thursday,Ramen,34.29,7.95,9.18,David
2024-03-29,17:23,Friday,Tacos,14.54,2.43,6.07,Frank
2024-03-17,13:50,Sunday,Salad,14.52,2.69,7.61,Henry
2024-03-08,19:28,Friday,Pasta,34.15,5.83,12.57,Charlie
2024-03-06,19:15,Wednesday,Salad,23.63,5.39,5.17,Frank
2024-03-29,12:49,Friday,Salad,15.18,2.36,13.62,Emma
2024-03-30,14:47,Saturday,Sushi,26.7,6.19,9.67,David
2024-03-23,12:25,Saturday,Pasta,21.73,4.54,14.1,Jack
2024-03-10,21:55,Sunday,Burger,17.47,4.28,6.25,Charlie
2024-03-17,21:54,Sunday,Pizza,25.56,5.07,5.83,Charlie
2024-03-08,11:15,Friday,Soup,41.32,6.88,7.86,Grace
2024-03-28,15:30,Thursday,Sushi,31.76,6.11,12.06,Bob
2024-03-28,15:7,Thursday,Sandwich,24.67,5.85,9.33,Frank
2024-03-24,11:58,Sunday,Sandwich,48.89,7.72,9.24,Emma
2024-03-17,19:46,Sunday,Salad,28.05,5.99,12.19,Frank
2024-03-01,16:23,Friday,Soup,40.37,7.67,10.87,Jack
2024-03-25,18:40,Monday,Pizza,24.7,4.53,6.23,Frank
2024-03-05,12:38,Tuesday,Soup,32.57,7.56,5.12,Bob
2024-03-13,13:34,Wednesday,Sushi,19.15,4.26,9.49,Charlie
2024-03-10,15:43,Sunday,Tacos,17.68,4.41,4.08,David
2024-03-30,21:41,Saturday,Pasta,25.75,4.06,9.4,Henry
2024-03-06,16:36,Wednesday,Pizza,45.19,8.12,6.9,Ivy
2024-03-22,21:59,Friday,Salad,24.58,5.19,3.86,Grace
2024-03-17,13:56,Sunday,Tacos,16.65,2.86,12.43,Bob
2024-03-01,17:52,Friday,Pasta,11.6,1.91,4.04,Charlie
2024-03-23,17:40,Saturday,Pasta,35.85,8.02,9.59,Henry
2024-03-27,20:40,Wednesday,Burger,49.52,11.71,12.92,Grace
2024-03-09,14:55,Saturday,Pizza,29.04,7.13,8.09,Jack
2024-03-20,21:0,Wednesday,Sandwich,48.06,7.24,12.63,Charlie
2024-03-08,19:27,Friday,Soup,41.65,10.27,13.64,Bob
2024-03-02,19:21,Saturday,Pasta,46.91,9.85,11.92,Frank
2024-03-27,11:39,Wednesday,Soup,18.35,4.0,11.35,Ivy
2024-03-18,14:15,Monday,Sushi,43.24,9.46,11.25,Emma
2024-03-23,18:25,Saturday,Sandwich,44.68,9.47,3.15,Bob
2024-03-13,20:21,Wednesday,Ramen,49.92,8.93,5.38,Frank
2024-03-31,19:1,Sunday,Soup,25.15,3.87,14.8,Grace
2024-03-12,20:32,Tuesday,Steak,42.9,7.34,14.76,Bob
2024-03-10,21:27,Sunday,Salad,30.22,5.15,7.71,Charlie
2024-03-23,18:10,Saturday,Sushi,31.71,4.92,7.04,Ivy
2024-03-14,15:11,Thursday,Pasta,48.48,9.3,7.51,Charlie
2024-03-18,17:23,Monday,Salad,38.78,6.13,10.34,Frank
2024-03-15,21:14,Friday,Salad,17.05,2.78,4.89,Charlie
2024-03-27,11:8,Wednesday,Pizza,42.53,8.28,5.85,Emma
2024-03-16,17:5,Saturday,Pasta,40.97,8.12,6.88,Grace
2024-03-15,18:38,Friday,Tacos,36.36,8.43,12.08,Jack
2024-03-28,12:8,Thursday,Ramen,17.29,4.05,12.78,Charlie
2024-03-28,20:5,Thursday,Steak,16.12,3.1,12.77,Charlie
2024-03-24,20:15,Sunday,Salad,32.47,7.69,12.73,Jack
2024-03-03,14:32,Sunday,Pasta,49.3,8.08,9.46,Frank
2024-03-21,21:25,Thursday,Sandwich,20.0,4.24,11.24,Alice
2024-03-07,15:41,Thursday,Ramen,18.15,4.29,14.1,Bob
2024-03-22,16:42,Friday,Steak,18.66,3.08,13.41,Bob
2024-03-29,18:47,Friday,Tacos,15.22,2.6,14.32,Henry
2024-03-04,20:10,Monday,Burger,21.69,3.44,11.43,Jack
2024-03-27,18:49,Wednesday,Salad,14.09,2.39,3.82,Grace
2024-03-24,19:51,Sunday,Ramen,30.66,6.43,12.64,Alice
2024-03-28,19:56,Thursday,Steak,26.2,4.68,3.73,Bob
2024-03-03,12:49,Sunday,Sushi,17.36,4.18,5.72,Charlie
2024-03-19,14:29,Tuesday,Sandwich,15.31,2.42,5.23,Frank
2024-03-24,21:12,Sunday,Ramen,20.55,4.99,13.84,Jack
2024-03-15,19:50,Friday,Pizza,40.73,8.86,4.2,Henry
2024-03-29,16:22,Friday,Steak,25.46,5.17,6.94,Jack
2024-03-18,15:14,Monday,Ramen,38.21,9.03,5.77,Charlie
2024-03-13,11:36,Wednesday,Burger,47.52,8.03,7.83,Henry
2024-03-28,11:31,Thursday,Sandwich,13.01,3.11,11.2,Henry
2024-03-09,12:34,Saturday,Burger,11.94,1.81,3.66,Henry
2024-03-31,15:8,Sunday,Steak,47.03,9.16,7.46,Ivy
2024-03-19,21:0,Tuesday,Soup,31.9,7.42,11.51,Ivy
2024-03-27,14:3,Wednesday,Steak,45.84,7.38,11.41,David
2024-03-04,15:59,Monday,Ramen,32.93,7.69,11.9,Frank
2024-03-08,17:31,Friday,Steak,27.07,6.61,14.98,Alice
2024-03-10,11:49,Sunday,Steak,14.4,2.91,14.62,Ivy
2024-03-21,11:26,Thursday,Sandwich,29.73,6.49,4.03,Frank
2024-03-19,14:48,Tuesday,Salad,45.39,10.09,11.59,Bob
2024-03-10,11:28,Sunday,Pizza,49.18,9.5,3.75,Ivy
2024-03-12,14:51,Tuesday,Sandwich,12.22,2.06,13.91,Alice
2024-03-10,13:47,Sunday,Ramen,27.24,4.27,13.29,Charlie
2024-03-02,16:44,Saturday,Ramen,47.15,8.84,7.53,Ivy
2024-03-04,12:49,Monday,Soup,32.58,5.35,12.21,Henry
2024-03-29,14:22,Friday,Pizza,48.01,8.01,14.91,Jack
2024-03-11,14:30,Monday,Tacos,34.05,5.21,11.49,Frank
2024-03-02,18:53,Saturday,Pizza,27.63,4.89,7.8,Alice
2024-03-24,14:4,Sunday,Burger,16.75,3.23,4.16,Ivy
2024-03-21,15:32,Thursday,Ramen,47.4,10.23,5.53,Emma
2024-03-17,13:50,Sunday,Sandwich,19.91,4.62,4.54,Emma
2024-03-08,15:22,Friday,Sandwich,15.53,2.55,8.96,Grace
2024-03-20,14:1,Wednesday,Steak,30.51,7.45,6.64,Grace
2024-03-18,16:54,Monday,Ramen,23.11,3.6,6.59,Frank
2024-03-27,13:5,Wednesday,Pasta,16.44,3.95,7.23,Ivy
2024-03-03,12:54,Sunday,Sushi,47.22,8.14,6.39,Alice
2024-03-19,19:40,Tuesday,Pizza,15.55,2.77,14.16,David
2024-03-24,15:52,Sunday,Tacos,45.34,10.75,13.99,Alice
2024-03-21,14:37,Thursday,Ramen,32.44,7.98,7.38,Grace
2024-03-03,21:43,Sunday,Tacos,41.62,6.86,3.76,Henry
2024-03-28,12:33,Thursday,Soup,43.69,10.53,14.26,Grace
2024-03-15,13:16,Friday,Soup,47.03,7.48,8.21,Henry
2024-03-10,15:33,Sunday,Sushi,24.05,3.99,6.53,Ivy
2024-03-23,17:6,Saturday,Sushi,10.2,1.9,10.04,Alice
2024-03-05,17:10,Tuesday,Tacos,46.65,7.46,9.29,Charlie
2024-03-19,19:20,Tuesday,Tacos,28.43,6.12,12.74,Grace
2024-03-13,19:52,Wednesday,Tacos,28.05,6.92,13.1,Grace
2024-03-13,18:2,Wednesday,Soup,10.74,2.58,14.61,Bob
2024-03-04,11:24,Monday,Burger,41.92,6.88,10.62,Henry
2024-03-04,19:17,Monday,Sushi,41.59,8.08,11.49,Ivy
2024-03-01,20:57,Friday,Burger,29.8,6.46,6.7,Frank
2024-03-11,19:41,Monday,Ramen,22.56,3.88,10.29,Alice
2024-03-27,19:39,Wednesday,Sushi,28.54,4.77,4.94,David
2024-03-24,17:16,Sunday,Burger,35.14,6.7,3.39,Bob
2024-03-17,11:41,Sunday,Soup,11.58,2.43,12.53,Bob
2024-03-29,21:24,Friday,Ramen,38.34,9.1,5.37,Henry
2024-03-10,20:44,Sunday,Tacos,13.81,2.46,14.52,Alice
2024-03-27,12:9,Wednesday,Sandwich,36.0,6.35,10.0,Alice
2024-03-19,18:51,Tuesday,Pizza,33.18,7.14,12.6,Ivy
2024-03-21,17:45,Thursday,Sandwich,39.23,9.16,11.36,David
2024-03-21,17:4,Thursday,Tacos,36.53,5.84,6.96,Grace
2024-03-16,20:50,Saturday,Soup,33.54,7.9,12.67,Alice
2024-03-17,13:15,Sunday,Sushi,23.72,4.42,12.18,Ivy
2024-03-12,12:46,Tuesday,Ramen,11.98,2.07,9.63,Ivy
2024-03-15,16:26,Friday,Ramen,43.93,7.69,3.22,Bob
2024-03-08,13:51,Friday,Burger,12.85,2.1,8.97,Emma
2024-03-09,11:31,Saturday,Sushi,41.71,9.25,12.48,Alice
2024-03-24,14:28,Sunday,Ramen,38.87,6.85,5.43,Grace
2024-03-18,20:40,Monday,Salad,25.48,5.61,4.66,Emma
2024-03-03,21:22,Sunday,Pizza,25.05,4.67,11.14,Henry
2024-03-16,12:49,Saturday,Tacos,49.54,7.72,10.38,Jack
2024-03-05,14:41,Tuesday,Soup,46.97,9.26,5.59,Frank
2024-03-12,18:25,Tuesday,Sandwich,13.78,2.53,3.99,Frank
2024-03-31,16:21,Sunday,Steak,33.38,6.16,7.89,Grace
2024-03-19,14:6,Tuesday,Pasta,20.76,3.69,9.4,Grace
2024-03-12,20:49,Tuesday,Salad,35.11,8.27,10.39,Henry
2024-03-31,20:2,Sunday,Sushi,26.31,5.18,14.55,Emma
2024-03-02,11:50,Saturday,Ramen,12.44,2.18,6.64,David
2024-03-07,20:45,Thursday,Pizza,24.47,4.8,7.29,Jack
2024-03-12,11:56,Tuesday,Sushi,23.14,3.72,8.98,Bob
2024-03-15,14:0,Friday,Ramen,10.79,2.67,5.5,Charlie
2024-03-04,13:9,Monday,Burger,14.21,2.98,10.41,Frank
2024-03-22,14:20,Friday,Ramen,11.04,1.91,12.03,Ivy
2024-03-30,11:5,Saturday,Soup,45.71,7.6,9.44,Jack
2024-03-16,21:41,Saturday,Soup,33.48,7.23,9.46,Alice
2024-03-14,19:3,Thursday,Burger,26.2,3.96,13.99,Emma
2024-03-30,11:1,Saturday,Tacos,15.21,2.81,7.64,Frank
2024-03-17,16:39,Sunday,Tacos,49.82,7.52,8.83,Alice
2024-03-27,17:26,Wednesday,Soup,33.26,5.78,10.85,Jack
2024-03-08,16:9,Friday,Pizza,16.16,3.43,13.85,Alice
2024-03-09,19:13,Saturday,Burger,14.02,2.2,11.26,Frank
2024-03-14,16:53,Thursday,Sandwich,40.31,7.32,6.34,Henry
2024-03-11,19:35,Monday,Ramen,36.56,8.96,12.31,Alice
2024-03-01,14:39,Friday,Tacos,27.63,6.04,5.32,Frank
2024-03-09,13:26,Saturday,Sushi,45.23,8.87,6.38,Emma
2024-03-17,11:7,Sunday,Ramen,35.31,7.52,6.13,Alice
2024-03-06,18:57,Wednesday,Pasta,40.93,6.4,12.36,Jack
2024-03-30,19:39,Saturday,Sushi,39.0,8.56,12.11,Henry
2024-03-04,13:48,Monday,Pasta,37.63,5.79,3.39,Emma
2024-03-14,18:56,Thursday,Salad,16.81,4.11,14.4,Frank
2024-03-29,17:41,Friday,Pasta,48.27,11.26,13.18,Frank
2024-03-23,15:12,Saturday,Pizza,20.27,3.83,13.91,Henry
2024-03-04,20:49,Monday,Sandwich,31.09,7.7,13.54,Emma
2024-03-15,15:52,Friday,Ramen,37.76,7.25,4.53,Bob
2024-03-28,18:36,Thursday,Pizza,15.46,3.86,4.81,Alice
2024-03-06,18:26,Wednesday,Sandwich,17.29,3.73,11.46,Frank
2024-03-24,16:3,Sunday,Ramen,40.43,7.53,3.25,Bob
2024-03-15,15:41,Friday,Burger,29.77,7.44,7.56,Henry
2024-03-16,17:16,Saturday,Pizza,24.67,5.66,11.92,David
2024-03-11,15:49,Monday,Pizza,28.06,5.6,11.2,Henry
2024-03-01,12:30,Friday,Soup,17.57,4.25,11.32,David
2024-03-19,18:49,Tuesday,Salad,48.08,10.35,14.64,Henry
2024-03-17,16:18,Sunday,Sushi,31.9,7.6,10.21,Charlie
2024-03-03,17:39,Sunday,Soup,23.18,4.45,14.19,Emma
2024-03-17,12:21,Sunday,Salad,40.6,6.72,9.41,David
2024-03-21,13:10,Thursday,Sandwich,37.8,6.03,3.0,Grace
2024-03-08,21:20,Friday,Sandwich,19.65,3.67,13.8,Grace
2024-03-03,20:49,Sunday,Burger,37.56,9.2,3.6,David
2024-03-21,19:7,Thursday,Salad,44.15,8.0,5.3,David
2024-03-08,19:30,Friday,Pizza,10.84,2.25,13.73,Frank
2024-03-30,21:47,Saturday,Ramen,10.08,2.43,14.22,Alice
2024-03-13,20:54,Wednesday,Pasta,24.71,4.92,14.75,Ivy
2024-03-11,11:10,Monday,Salad,28.77,5.6,13.68,Charlie
2024-03-31,21:52,Sunday,Steak,46.43,11.22,5.12,Ivy
2024-03-27,18:46,Wednesday,Soup,10.94,2.25,12.02,Emma
2024-03-04,13:25,Monday,Tacos,13.92,2.93,3.92,Henry
2024-03-24,17:9,Sunday,Soup,32.88,6.75,8.92,Emma
2024-03-21,14:8,Thursday,Ramen,49.41,7.6,10.16,Jack
2024-03-19,12:15,Tuesday,Sandwich,46.36,10.24,3.28,Henry
2024-03-02,21:14,Saturday,Steak,46.11,7.49,3.74,Henry
2024-03-03,21:23,Sunday,Steak,43.68,10.8,11.14,Grace
2024-03-21,21:39,Thursday,Burger,26.62,5.89,14.97,Bob
2024-03-07,12:58,Thursday,Burger,31.29,6.49,4.97,Jack
2024-03-12,16:13,Tuesday,Pizza,12.79,2.1,11.76,Henry
2024-03-27,21:56,Wednesday,Steak,13.9,2.91,7.06,Emma
2024-03-01,19:54,Friday,Soup,30.24,4.99,9.77,Bob
2024-03-05,14:20,Tuesday,Salad,13.85,2.35,7.2,David
2024-03-01,14:10,Friday,Pasta,24.19,4.82,13.82,David
2024-03-25,21:39,Monday,Soup,41.49,9.01,14.05,Alice
2024-03-12,12:38,Tuesday,Pasta,39.91,8.87,4.3,Ivy
2024-03-17,11:4,Sunday,Burger,10.61,1.84,7.96,Charlie
2024-03-25,14:30,Monday,Tacos,11.71,2.81,11.53,Jack
2024-03-17,18:46,Sunday,Burger,25.23,5.35,11.23,Alice
2024-03-19,16:8,Tuesday,Ramen,24.46,5.2,5.52,Frank
2024-03-08,17:22,Friday,Sandwich,21.57,4.94,14.96,Charlie
2024-03-16,13:40,Saturday,Salad,21.69,4.17,8.03,Ivy
2024-03-04,14:57,Monday,Burger,18.13,3.93,4.33,Alice
2024-03-02,17:29,Saturday,Pizza,35.41,6.74,13.9,Charlie
2024-03-04,11:24,Monday,Sandwich,27.91,5.1,7.97,Charlie
2024-03-06,18:47,Wednesday,Burger,28.5,5.19,11.18,David
2024-03-13,13:40,Wednesday,Sandwich,47.45,10.88,8.78,Bob
2024-03-06,16:15,Wednesday,Sandwich,28.88,5.93,6.36,Bob
2024-03-17,18:21,Sunday,Burger,26.7,5.4,4.75,Jack
2024-03-24,18:35,Sunday,Sushi,17.99,3.74,14.97,Grace
2024-03-14,18:59,Thursday,Soup,49.14,10.3,6.99,Ivy
2024-03-04,21:51,Monday,Pasta,40.5,9.1,8.68,Jack
2024-03-28,17:35,Thursday,Steak,49.19,11.5,14.68,Alice
2024-03-17,21:49,Sunday,Ramen,33.5,6.44,12.42,Charlie
2024-03-30,12:31,Saturday,Salad,13.15,2.05,5.27,Emma
2024-03-04,17:51,Monday,Steak,33.0,7.35,3.15,Henry
2024-03-04,16:48,Monday,Salad,41.69,8.15,14.84,Alice
2024-03-10,18:43,Sunday,Soup,17.95,4.16,7.48,Frank
2024-03-02,18:5,Saturday,Soup,21.19,4.86,13.57,Frank
2024-03-15,21:6,Friday,Pizza,45.61,7.93,8.78,Frank
2024-03-21,15:37,Thursday,Tacos,27.55,5.06,7.31,Grace
2024-03-21,11:24,Thursday,Pasta,16.8,3.85,7.36,Alice
2024-03-04,20:29,Monday,Tacos,27.06,4.62,13.94,Bob
2024-03-27,17:9,Wednesday,Sushi,38.24,6.22,7.76,Ivy
2024-03-31,12:57,Sunday,Sushi,39.09,8.72,9.16,Alice
2024-03-03,19:47,Sunday,Pasta,44.34,7.55,7.09,Alice
2024-03-31,14:7,Sunday,Ramen,27.51,6.43,3.7,Alice
2024-03-19,18:8,Tuesday,Tacos,20.45,4.33,3.34,Charlie
2024-03-06,11:44,Wednesday,Salad,46.86,10.28,12.12,David
2024-03-13,20:52,Wednesday,Tacos,40.3,6.17,7.66,Emma
2024-03-20,19:50,Wednesday,Pizza,12.14,2.41,12.76,Alice
2024-03-22,16:15,Friday,Salad,17.71,3.83,8.73,Charlie
2024-03-25,13:35,Monday,Burger,43.38,9.32,12.37,Bob
2024-03-14,11:0,Thursday,Ramen,36.72,8.05,8.14,Jack
2024-03-28,19:30,Thursday,Steak,30.17,5.25,9.73,Bob
2024-03-16,14:29,Saturday,Steak,19.65,3.0,8.73,Emma
2024-03-24,15:6,Sunday,Ramen,39.59,8.71,13.74,Jack
2024-03-09,15:59,Saturday,Pizza,19.78,4.31,9.17,Henry
2024-03-17,17:31,Sunday,Ramen,46.4,10.69,12.34,Bob
2024-03-02,19:57,Saturday,Ramen,47.73,8.47,8.69,Ivy
2024-03-03,19:19,Sunday,Ramen,10.98,2.65,6.34,Ivy
2024-03-15,12:17,Friday,Sandwich,32.55,6.43,10.53,Henry
2024-03-27,17:33,Wednesday,Sushi,17.63,2.82,11.37,Emma
2024-03-03,18:38,Sunday,Sandwich,40.64,6.38,9.88,Frank
2024-03-05,12:5,Tuesday,Ramen,32.41,6.08,8.73,Emma
2024-03-09,13:0,Saturday,Tacos,41.08,7.98,8.56,Alice
2024-03-01,18:31,Friday,Steak,32.55,6.07,13.39,Ivy
2024-03-08,15:12,Friday,Sandwich,46.86,11.59,5.37,Frank
2024-03-09,14:18,Saturday,Burger,34.16,5.21,12.0,Henry
2024-03-05,15:14,Tuesday,Salad,24.73,5.64,8.69,Ivy
2024-03-28,17:11,Thursday,Ramen,36.59,5.87,7.52,Alice
2024-03-17,12:36,Sunday,Soup,42.94,8.22,4.29,David
2024-03-08,14:52,Friday,Ramen,49.86,8.0,13.56,Frank
2024-03-07,21:33,Thursday,Sandwich,22.59,4.22,4.35,Bob
2024-03-14,16:57,Thursday,Soup,22.36,3.8,12.94,Alice
2024-03-21,17:2,Thursday,Tacos,10.54,1.63,12.02,Charlie
2024-03-02,21:54,Saturday,Sandwich,41.82,8.82,11.47,Bob
2024-03-21,12:14,Thursday,Salad,29.14,5.12,5.02,Bob
2024-03-29,21:29,Friday,Burger,26.18,5.25,5.65,Henry
2024-03-06,12:29,Wednesday,Ramen,30.6,6.61,7.4,Jack
2024-03-06,16:44,Wednesday,Tacos,35.81,5.44,14.36,Ivy
2024-03-28,14:56,Thursday,Pasta,43.51,8.58,9.08,Jack
2024-03-25,18:18,Monday,Tacos,39.16,7.62,4.45,Charlie
2024-03-22,20:29,Friday,Pizza,11.17,2.12,4.02,Ivy
2024-03-27,13:26,Wednesday,Sandwich,13.68,2.6,14.25,Bob
2024-03-11,14:49,Monday,Sandwich,42.79,8.96,3.45,Bob
2024-03-08,19:59,Friday,Soup,21.96,4.31,12.25,David
2024-03-09,13:9,Saturday,Salad,41.71,9.05,10.65,Frank
2024-03-29,11:19,Friday,Salad,30.51,6.46,3.73,Alice
2024-03-11,20:6,Monday,Sandwich,32.39,7.32,12.57,Alice
2024-03-19,19:7,Tuesday,Soup,42.24,9.32,12.22,Grace
2024-03-22,20:59,Friday,Sandwich,41.11,8.62,6.45,Charlie
2024-03-02,14:10,Saturday,Tacos,42.43,6.61,10.73,Charlie
2024-03-06,20:41,Wednesday,Sandwich,20.35,4.3,4.47,Alice
2024-03-12,21:15,Tuesday,Sushi,21.38,3.75,9.99,Bob
2024-03-05,20:57,Tuesday,Steak,10.11,2.03,7.25,Henry
2024-03-31,14:56,Sunday,Tacos,45.53,8.94,14.33,David
2024-03-15,19:9,Friday,Tacos,35.94,8.35,3.02,Jack
2024-03-03,20:21,Sunday,Pizza,33.31,7.5,13.54,Charlie
2024-03-12,20:50,Tuesday,Ramen,24.56,5.97,9.73,Frank
2024-03-31,15:49,Sunday,Pizza,40.28,9.54,8.89,Henry
2024-03-01,17:59,Friday,Tacos,35.57,5.44,14.82,Grace
2024-03-16,20:47,Saturday,Burger,35.7,7.55,14.19,Grace
2024-03-04,14:7,Monday,Pizza,46.01,11.11,14.47,Grace
2024-03-15,14:52,Friday,Pizza,11.72,2.24,5.52,Grace
2024-03-07,17:2,Thursday,Sushi,45.76,9.09,13.09,Charlie
2024-03-28,17:11,Thursday,Pizza,41.03,8.85,6.71,Frank
2024-03-07,11:13,Thursday,Pizza,28.53,6.13,9.26,Frank
2024-03-05,18:50,Tuesday,Pasta,29.54,5.08,10.39,Bob
2024-03-17,12:12,Sunday,Salad,37.57,8.8,5.22,Alice
2024-03-03,19:39,Sunday,Burger,39.0,7.69,14.01,David
2024-03-19,21:6,Tuesday,Ramen,17.08,3.83,3.76,Bob
2024-03-15,18:13,Friday,Pasta,30.28,5.54,11.64,Jack
2024-03-15,14:18,Friday,Pasta,31.39,5.52,12.79,Grace
2024-03-15,18:16,Friday,Tacos,39.21,6.88,3.97,Emma
2024-03-22,16:21,Friday,Sushi,45.82,7.86,5.64,Charlie
2024-03-27,11:35,Wednesday,Sushi,10.38,1.99,5.54,Henry
2024-03-16,20:41,Saturday,Sandwich,12.52,2.14,12.8,Henry
2024-03-05,17:22,Tuesday,Steak,25.43,4.74,12.68,Bob
2024-03-15,18:40,Friday,Tacos,36.02,7.28,7.17,Alice
2024-03-29,17:51,Friday,Ramen,18.38,3.28,14.73,Henry
2024-03-29,12:22,Friday,Soup,15.9,2.99,3.8,Bob
2024-03-13,13:32,Wednesday,Salad,38.7,7.4,5.29,Jack
2024-03-12,12:27,Tuesday,Salad,41.54,7.16,13.14,Bob
2024-03-21,14:25,Thursday,Soup,14.37,2.94,7.55,Alice
2024-03-18,15:9,Monday,Sushi,42.81,9.93,8.93,Ivy
2024-03-25,17:27,Monday,Ramen,20.24,3.11,5.82,Frank
2024-03-27,21:48,Wednesday,Steak,46.44,7.0,9.42,Charlie
2024-03-11,19:12,Monday,Soup,14.62,3.4,10.23,Ivy
2024-03-17,17:33,Sunday,Burger,49.57,9.75,10.43,Charlie
2024-03-27,18:43,Wednesday,Salad,39.66,9.68,10.51,Henry
2024-03-13,21:14,Wednesday,Pasta,14.58,2.19,12.7,David
2024-03-13,19:6,Wednesday,Steak,33.57,6.86,4.88,Alice
2024-03-27,20:16,Wednesday,Sandwich,19.15,3.3,10.29,Ivy
2024-03-28,13:17,Thursday,Steak,40.74,7.8,10.72,Henry
2024-03-04,15:34,Monday,Tacos,12.25,3.03,6.69,Alice
2024-03-23,18:16,Saturday,Sandwich,44.01,9.52,7.97,Grace
2024-03-31,20:24,Sunday,Sushi,45.48,7.51,3.36,Frank
2024-03-08,15:22,Friday,Sandwich,43.36,8.21,14.56,Grace
2024-03-17,11:17,Sunday,Burger,38.57,7.2,10.86,Grace
2024-03-29,17:58,Friday,Ramen,34.69,7.37,8.18,Emma
2024-03-18,12:34,Monday,Pizza,19.1,2.99,5.13,Grace
2024-03-21,16:7,Thursday,Ramen,40.83,6.73,8.09,David
2024-03-05,12:41,Tuesday,Steak,21.82,5.1,4.56,Henry
2024-03-23,18:35,Saturday,Tacos,10.71,2.6,5.08,Bob
2024-03-15,16:34,Friday,Soup,28.13,5.84,9.03,Grace
2024-03-22,18:46,Friday,Soup,12.0,1.98,3.33,Frank
2024-03-30,14:8,Saturday,Soup,44.56,11.1,10.15,Emma
2024-03-12,14:25,Tuesday,Ramen,42.1,8.57,5.35,David
2024-03-29,12:52,Friday,Burger,49.42,11.35,6.51,David
2024-03-24,11:4,Sunday,Sushi,43.9,6.73,5.06,Grace
2024-03-29,20:53,Friday,Ramen,33.39,5.81,10.1,David
2024-03-05,14:41,Tuesday,Pizza,41.94,10.48,13.84,Alice
2024-03-02,13:59,Saturday,Pasta,15.46,2.5,7.4,Jack
2024-03-27,19:39,Wednesday,Sushi,23.08,3.84,5.52,Grace
2024-03-13,12:54,Wednesday,Sushi,24.03,5.81,9.31,Ivy
2024-03-04,15:34,Monday,Steak,21.03,3.87,6.96,Bob
2024-03-20,12:36,Wednesday,Pizza,11.1,2.05,6.97,Bob
2024-03-12,21:43,Tuesday,Burger,22.89,4.47,3.98,Emma
2024-03-05,19:53,Tuesday,Burger,19.61,3.5,8.96,Charlie
2024-03-19,21:26,Tuesday,Sushi,20.43,3.82,5.79,Charlie
2024-03-06,17:33,Wednesday,Tacos,18.37,3.48,11.92,Henry
2024-03-29,13:52,Friday,Steak,43.23,7.96,13.11,Charlie
2024-03-27,11:47,Wednesday,Pizza,27.17,5.46,11.69,Ivy
2024-03-19,21:25,Tuesday,Pizza,11.06,2.39,10.34,Grace
2024-03-31,14:34,Sunday,Pizza,19.22,3.41,13.99,Alice
2024-03-10,18:3,Sunday,Pizza,46.31,6.98,9.89,Grace
2024-03-27,12:5,Wednesday,Steak,16.41,3.48,4.29,Ivy
2024-03-18,20:16,Monday,Ramen,33.04,5.13,11.79,Henry
2024-03-31,21:53,Sunday,Burger,28.64,4.63,8.06,Grace
2024-03-20,20:2,Wednesday,Ramen,18.88,4.59,5.83,Ivy
2024-03-15,13:21,Friday,Sushi,43.35,7.25,12.52,Grace
2024-03-18,18:23,Monday,Salad,21.01,4.58,6.97,Ivy
2024-03-10,15:33,Sunday,Sushi,28.11,4.91,13.52,Grace
2024-03-08,19:25,Friday,Soup,46.02,8.36,13.59,Emma
2024-03-21,13:0,Thursday,Pizza,39.14,7.9,13.01,David
2024-03-25,21:3,Monday,Burger,24.12,4.36,9.77,Frank
2024-03-11,20:28,Monday,Tacos,44.51,6.92,8.62,Henry
2024-03-10,16:21,Sunday,Salad,37.38,8.75,4.48,Bob
2024-03-25,11:47,Monday,Ramen,41.81,6.87,5.9,David
2024-03-27,15:11,Wednesday,Soup,29.76,5.56,13.03,David
